lat,long,yyyymmdd,basin_name,station_id,acton_id,station_name,elevation,wteq_amt,wteq_med,wteq_amt_pct_med,prec_wytd_amt,prec_wytd_avg,prec_wytd_pctavg
45.1666667,-113.5833333,2006-02-10,CLEARWATER AND SALMON,436,13D19S,Darkhorse Lake,8945,23.6,18.6,127.0,23.2,19.1,121.0
44.55,-115.5666667,2006-02-10,CLEARWATER AND SALMON,439,15E04S,Deadwood Summit,6860,44.4,26.2,169.0,46.9,31.0,151.0
46.8333333,-116.1166667,2006-02-10,CLEARWATER AND SALMON,466,16C20S,Elk Butte,5690,25.6,25.6,100.0,37.9,32.9,115.0
43.8833333,-114.6666667,2006-02-10,CLEARWATER AND SALMON,489,14F17S,Galena,7470,19.3,11.7,165.0,20.9,13.3,157.0
43.8666667,-114.7166667,2006-02-10,CLEARWATER AND SALMON,490,14F12S,Galena Summit,8780,22.2,12.6,176.0,21.3,14.0,152.0
46.4833333,-115.6333333,2006-02-10,CLEARWATER AND SALMON,520,15C06S,Hemlock Butte,5810,32.5,31.2,104.0,39.3,35.7,110.0
46.9833333,-115.0333333,2006-02-10,CLEARWATER AND SALMON,530,15C10S,Hoodoo Basin,6050,37.2,27.3,136.0,44.8,33.4,134.0
45.0,-113.45,2006-02-10,CLEARWATER AND SALMON,576,13E23S,Lemhi Ridge,8100,8.8,6.8,129.0,10.8,8.6,126.0
46.6333333,-114.5833333,2006-02-10,CLEARWATER AND SALMON,588,14C05S,Lolo Pass,5240,25.4,19.3,132.0,27.6,24.5,113.0
47.0833333,-115.9666667,2006-02-10,CLEARWATER AND SALMON,600,15B14S,Lost Lake,6110,40.8,39.9,102.0,44.9,41.9,107.0
44.4333333,-113.3166667,2006-02-10,CLEARWATER AND SALMON,620,13E18S,Meadow Lake,9150,12.4,10.0,124.0,13.6,11.6,117.0
44.4666667,-114.4833333,2006-02-10,CLEARWATER AND SALMON,627,14E01S,Mill Creek Summit,8800,16.2,12.5,130.0,17.1,13.1,131.0
44.4166667,-113.4,2006-02-10,CLEARWATER AND SALMON,636,13E06S,Moonshine,7440,9.8,6.4,153.0,11.3,8.8,128.0
45.6666667,-113.95,2006-02-10,CLEARWATER AND SALMON,638,13D16S,Moose Creek,6200,16.6,11.9,139.0,19.2,14.5,132.0
44.85,-114.2666667,2006-02-10,CLEARWATER AND SALMON,639,14E04S,Morgan Creek,7600,9.1,7.3,125.0,12.3,10.7,115.0
45.7,-115.2333333,2006-02-10,CLEARWATER AND SALMON,650,15D06S,Mountain Meadows,6320,16.0,14.4,111.0,20.2,17.9,113.0
45.7333333,-114.4833333,2006-02-10,CLEARWATER AND SALMON,662,14D02S,Nez Perce Camp,5650,12.5,9.2,136.0,17.4,14.4,121.0
45.7,-113.9666667,2006-02-10,CLEARWATER AND SALMON,727,13D22S,Saddle Mtn.,7940,21.5,16.6,130.0,20.6,16.3,126.0
46.4666667,-114.6333333,2006-02-10,CLEARWATER AND SALMON,735,14C04S,Savage Pass,6190,19.1,17.5,109.0,21.4,21.5,100.0
45.1833333,-115.9666667,2006-02-10,CLEARWATER AND SALMON,740,15D01S,Secesh Summit,6540,31.2,20.7,151.0,27.6,23.0,120.0
46.5666667,-115.75,2006-02-10,CLEARWATER AND SALMON,747,15C04S,Shanghi Summit,4600,20.2,18.2,111.0,32.7,28.7,114.0
46.95,-116.3333333,2006-02-10,CLEARWATER AND SALMON,752,16C01S,Sherwin,3200,8.5,8.3,102.0,23.2,21.0,110.0
44.7666667,-116.25,2006-02-10,CLEARWATER AND SALMON,782,16E05S,Squaw Flat,6240,22.2,14.0,159.0,32.1,21.2,151.0
46.15,-114.45,2006-02-10,CLEARWATER AND SALMON,835,14C13S,Twelvemile Creek,5600,16.5,11.9,139.0,30.4,22.9,133.0
46.15,-114.5,2006-02-10,CLEARWATER AND SALMON,836,14C12S,Twin Lakes,6400,36.2,26.0,139.0,39.5,31.9,124.0
43.8,-114.85,2006-02-10,CLEARWATER AND SALMON,845,14F04S,Vienna Mine,8960,31.5,20.7,152.0,30.7,21.2,145.0
45.0666667,-116.45,2006-02-10,CLEARWATER AND SALMON,855,16D08S,West Branch,5560,22.2,15.2,146.0,32.3,21.6,150.0
45.1833333,-119.25,2006-02-10,"UMATILLA, WALLA WALLA, WILLOW",304,19D02S,Arbuckle Mtn,5770,18.0,13.3,135.0,21.1,17.5,121.0
45.3666667,-118.4666667,2006-02-10,"UMATILLA, WALLA WALLA, WILLOW",362,18D20S,Bowman Springs,4530,7.2,6.7,107.0,12.6,12.5,101.0
45.55,-118.45,2006-02-10,"UMATILLA, WALLA WALLA, WILLOW",470,18D04S,Emigrant Springs,3800,6.9,5.3,130.0,19.0,16.7,114.0
45.7,-118.1,2006-02-10,"UMATILLA, WALLA WALLA, WILLOW",523,18D19S,High Ridge,4920,22.9,17.1,134.0,32.8,26.7,123.0
46.1166667,-117.85,2006-02-10,"UMATILLA, WALLA WALLA, WILLOW",824,17C05S,Touchet,5530,26.4,22.4,118.0,36.8,31.7,116.0
45.1833333,-119.25,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",304,19D02S,Arbuckle Mtn,5770,18.0,13.3,135.0,21.1,17.5,121.0
44.25,-118.5166667,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",357,18E16S,Blue Mountain Spring,5870,22.6,11.9,190.0,27.4,17.9,153.0
43.5833333,-122.0666667,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",388,22F03S,Cascade Summit,5100,33.9,20.9,162.0,53.0,37.8,140.0
43.2333333,-121.8,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",395,21F22S,Chemult Alternate,4850,15.1,8.1,186.0,27.7,15.7,176.0
44.45,-119.9333333,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",440,19E03S,Derr.,5850,20.8,10.7,194.0,23.1,14.8,156.0
44.4166667,-121.85,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",526,21E06S,Hogg Pass,4790,31.6,14.9,212.0,61.5,45.5,135.0
43.8,-121.95,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",545,21F21S,Irish Taylor,5540,37.4,24.4,153.0,54.1,38.6,140.0
45.2666667,-118.85,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",605,18D06S,Lucky Strike,4970,6.9,6.3,110.0,14.6,12.9,113.0
43.5166667,-121.9833333,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",660,21F10S,New Crescent Lake,4910,19.2,10.7,179.0,36.0,23.1,156.0
44.4333333,-120.3333333,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",671,20E02S,Ochoco Meadows,5430,14.1,7.6,186.0,21.7,14.6,149.0
44.2666667,-119.0166667,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",789,19E07S,Starr Ridge,5250,11.6,5.4,215.0,14.4,10.0,144.0
44.15,-121.6333333,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",815,21E13S,Three Creeks Meadow,5690,21.9,13.4,163.0,41.0,25.5,161.0
44.65,-118.4333333,2006-02-10,"DESCHUTES, CROOKED, JOHN DAY",821,18E09S,Tipton,5150,15.4,9.3,166.0,18.7,12.9,145.0
45.1,-119.5,2006-02-10,"LOWER COLUMBIA, HOOD RIVER",608,19D03S,Madison Butte,5150,4.6,4.0,115.0,9.6,8.9,108.0
45.4333333,-121.85,2006-02-10,"LOWER COLUMBIA, HOOD RIVER",351,21D33S,Blazed Alder,3650,26.5,20.9,127.0,85.3,68.9,124.0
45.1833333,-121.6833333,2006-02-10,"LOWER COLUMBIA, HOOD RIVER",401,21D12S,Clear Lake,3810,15.4,10.6,145.0,35.3,26.5,133.0
45.6166667,-121.7,2006-02-10,"LOWER COLUMBIA, HOOD RIVER",504,21D01S,Greenpoint,3310,20.9,15.0,139.0,57.4,44.4,129.0
45.55,-122.0,2006-02-10,"LOWER COLUMBIA, HOOD RIVER",666,22D02S,North Fork,3060,18.5,12.7,146.0,101.0,83.8,121.0
45.4666667,-121.7,2006-02-10,"LOWER COLUMBIA, HOOD RIVER",712,21D04S,Red Hill,4410,42.2,35.3,120.0,84.4,64.9,130.0
43.45,-122.1333333,2006-02-10,WILLAMETTE,801,22F14S,Summit Lake,5610,38.6,25.3,153.0,56.8,40.5,140.0
43.8,-121.95,2006-02-10,WILLAMETTE,545,21F21S,Irish Taylor,5540,37.4,24.4,153.0,54.1,38.6,140.0
43.5833333,-122.0666667,2006-02-10,WILLAMETTE,388,22F03S,Cascade Summit,5100,33.9,20.9,162.0,53.0,37.8,140.0
43.9,-122.0333333,2006-02-10,WILLAMETTE,719,22F43S,Roaring River,4950,32.1,19.8,162.0,53.7,39.6,136.0
43.6666667,-122.5666667,2006-02-10,WILLAMETTE,529,22F42S,Holland Meadows,4930,17.8,15.5,115.0,56.5,42.0,135.0
44.2166667,-121.8666667,2006-02-10,WILLAMETTE,619,21E07S,Mckenzie,4770,42.2,30.3,139.0,67.3,54.5,123.0
44.4166667,-121.85,2006-02-10,WILLAMETTE,526,21E06S,Hogg Pass,4790,31.6,14.9,212.0,61.5,45.5,135.0
43.6166667,-122.1166667,2006-02-10,WILLAMETTE,729,22F04S,Salt Creek Falls,4220,18.7,14.1,133.0,57.9,41.2,141.0
45.25,-121.7333333,2006-02-10,WILLAMETTE,655,21D35S,Mud Ridge,4070,27.2,20.6,132.0,50.0,39.9,125.0
44.6166667,-122.2333333,2006-02-10,WILLAMETTE,584,22E09S,Little Meadows,4020,24.9,17.4,143.0,88.7,66.4,134.0
45.1833333,-121.6833333,2006-02-10,WILLAMETTE,401,21D12S,Clear Lake,3810,15.4,10.6,145.0,35.3,26.5,133.0
44.4333333,-121.95,2006-02-10,WILLAMETTE,733,21E05S,Santiam Jct.,3740,16.7,13.6,123.0,58.7,43.2,136.0
44.5166667,-122.0833333,2006-02-10,WILLAMETTE,434,22E08S,Daly Lake,3690,11.2,10.7,105.0,60.6,48.9,124.0
44.3833333,-122.1666667,2006-02-10,WILLAMETTE,552,22E07S,Jump Off Joe,3520,11.6,9.3,125.0,56.1,47.7,118.0
45.0333333,-121.9333333,2006-02-10,WILLAMETTE,687,21D14S,Peavine Ridge,3420,17.0,10.8,157.0,50.7,37.8,134.0
45.1,-121.75,2006-02-10,WILLAMETTE,398,21D13S,Clackamas Lake,3400,14.3,10.4,138.0,45.1,32.6,138.0
45.55,-123.3666667,2006-02-10,WILLAMETTE,726,23D01S,Saddle Mountain,3110,0.0,14.0,138.0,73.3,60.5,121.0
43.6666667,-122.2166667,2006-02-10,WILLAMETTE,710,22F05S,Railroad Overpass,2680,0.0,0.0,138.0,40.3,29.8,135.0
44.6,-121.9666667,2006-02-10,WILLAMETTE,614,21E04S,Marion Forks,2590,7.2,6.7,107.0,67.1,48.4,139.0
45.5333333,-123.3,2006-02-10,WILLAMETTE,743,23D02S,Seine Creek,2060,0.0,0.0,138.0,57.9,44.7,130.0
46.15,-122.15,2006-02-10,"LEWIS, COWLITZ",553,22C09S,June Lake,3440,45.0,29.4,153.0,118.2,99.4,119.0
46.2666667,-121.9666667,2006-02-10,"LEWIS, COWLITZ",591,21C26S,Lone Pine,3930,38.0,25.0,152.0,71.5,57.6,124.0
46.7833333,-121.75,2006-02-10,"LEWIS, COWLITZ",679,21C35S,Paradise,5130,59.8,47.6,126.0,73.1,67.2,109.0
46.6166667,-121.3833333,2006-02-10,"LEWIS, COWLITZ",692,21C33S,Pigtail Peak,5800,51.2,36.4,141.0,57.1,46.4,123.0
46.35,-121.5166667,2006-02-10,"LEWIS, COWLITZ",702,21C14S,Potato Hill,4510,29.0,18.7,155.0,49.9,38.3,130.0
46.2,-122.25,2006-02-10,"LEWIS, COWLITZ",748,22C10S,Sheep Canyon,3990,32.1,23.1,139.0,88.8,71.9,124.0
46.1833333,-121.9333333,2006-02-10,"LEWIS, COWLITZ",776,21C20S,Spencer Meadow,3400,33.9,24.1,141.0,72.7,59.5,122.0
46.2666667,-122.1833333,2006-02-10,"LEWIS, COWLITZ",777,22C12S,Spirit Lake,3520,5.9,3.2,184.0,59.6,52.1,114.0
46.35,-121.0833333,2006-02-10,"LEWIS, COWLITZ",599,21C39S,Lost Horse,5120,18.8,14.7,128.0,23.8,20.6,116.0
46.1,-121.7666667,2006-02-10,"LEWIS, COWLITZ",804,21C13S,Surprise Lakes,4290,59.2,35.4,167.0,78.0,57.7,135.0
47.0166667,-121.4666667,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",418,21B13S,Corral Pass,5800,31.7,24.5,129.0,37.9,33.2,114.0
47.2833333,-121.4666667,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",897,21B59S,Meadows Pass,3230,30.5,17.9,170.0,63.0,56.1,112.0
47.35,-121.5666667,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",898,21B21S,Mount Gardner,2920,17.2,13.5,127.0,62.1,58.4,106.0
47.3333333,-121.4666667,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",899,21B20S,Tinkham Creek,2990,28.8,21.4,135.0,65.3,61.1,107.0
47.2833333,-121.6666667,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",420,21B42S,Cougar Mountain,3200,14.9,12.6,118.0,60.3,53.8,112.0
47.3666667,-121.45,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",672,21B55S,Olallie Meadows,4030,54.3,36.2,150.0,81.0,71.9,113.0
48.5166667,-120.7333333,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",711,20A09S,Rainy Pass,4890,31.4,27.0,116.0,36.0,33.5,107.0
47.2666667,-121.3333333,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",788,21B10S,Stampede Pass,3850,40.8,29.5,138.0,59.0,53.0,111.0
48.5333333,-120.9833333,2006-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",817,20A07S,Thunder Basin,4320,27.3,23.9,114.0,41.2,43.5,95.0
48.5666667,-115.45,2005-02-10,KOOTENAI RIVER IN MONTANA,311,15A08S,Banfield Mountain,5600,6.9,12.2,57.0,13.8,17.8,78.0
48.3,-116.0666667,2005-02-10,KOOTENAI RIVER IN MONTANA,323,16A08S,Bear Mountain,5400,27.0,38.6,70.0,42.0,49.5,85.0
48.9833333,-115.8166667,2005-02-10,KOOTENAI RIVER IN MONTANA,918,15A05S,Garver Creek,4250,5.6,6.9,81.0,9.6,12.9,74.0
48.9166667,-114.7666667,2005-02-10,KOOTENAI RIVER IN MONTANA,500,14A11S,Grave Creek,4300,7.2,11.4,63.0,26.3,22.8,115.0
48.3,-114.8333333,2005-02-10,KOOTENAI RIVER IN MONTANA,510,14A14S,Hand Creek,5035,3.4,7.8,44.0,8.5,11.7,73.0
48.9666667,-115.95,2005-02-10,KOOTENAI RIVER IN MONTANA,516,15A03S,Hawkins Lake,6450,11.0,16.8,65.0,16.5,20.9,79.0
48.1333333,-115.6166667,2005-02-10,KOOTENAI RIVER IN MONTANA,932,15A12S,Poorman Creek,5100,12.8,23.7,54.0,34.4,39.8,86.0
48.9166667,-114.8666667,2005-02-10,KOOTENAI RIVER IN MONTANA,787,14A12S,Stahl Peak,6030,21.9,23.2,94.0,27.7,26.6,104.0
48.1333333,-113.0166667,2005-02-10,FLATHEAD RIVER BASIN,307,13A15S,Badger Pass,6900,12.6,20.3,62.0,16.0,23.2,69.0
47.6833333,-114.0,2005-02-10,FLATHEAD RIVER BASIN,346,13B25S,Bisson Creek,4920,3.4,6.8,50.0,10.4,11.5,90.0
48.4333333,-113.9333333,2005-02-10,FLATHEAD RIVER BASIN,469,13A24S,Emery Creek,4350,5.6,10.4,54.0,17.0,17.1,99.0
48.8,-113.85,2005-02-10,FLATHEAD RIVER BASIN,482,13A19S,Flattop Mtn.,6300,23.2,29.7,78.0,30.4,33.8,90.0
48.9166667,-114.7666667,2005-02-10,FLATHEAD RIVER BASIN,500,14A11S,Grave Creek,4300,7.2,11.4,63.0,26.3,22.8,115.0
48.3,-114.8333333,2005-02-10,FLATHEAD RIVER BASIN,510,14A14S,Hand Creek,5035,3.4,7.8,44.0,8.5,11.7,73.0
47.4333333,-113.7833333,2005-02-10,FLATHEAD RIVER BASIN,562,13B22S,Kraft Creek,4750,3.8,14.0,61.0,16.3,18.7,87.0
48.8,-113.6666667,2005-02-10,FLATHEAD RIVER BASIN,613,13A27S,Many Glacier,4900,2.6,10.1,26.0,19.0,22.3,85.0
47.6833333,-113.9666667,2005-02-10,FLATHEAD RIVER BASIN,646,13B24S,Moss Peak,6780,17.5,23.6,74.0,20.6,25.4,81.0
48.15,-113.95,2005-02-10,FLATHEAD RIVER BASIN,664,13A25S,Noisy Basin,6040,20.1,26.8,75.0,25.3,30.3,83.0
47.2666667,-113.75,2005-02-10,FLATHEAD RIVER BASIN,667,13B07S,North Fork Jocko,6330,22.8,28.8,79.0,32.8,35.5,92.0
48.3,-113.3333333,2005-02-10,FLATHEAD RIVER BASIN,693,13A26S,Pike Creek,5930,8.4,14.0,61.0,16.3,21.2,77.0
47.1833333,-114.3333333,2005-02-10,FLATHEAD RIVER BASIN,783,14B05S,Sleeping Woman,6150,6.2,10.1,61.0,11.2,14.7,76.0
48.9166667,-114.8666667,2005-02-10,FLATHEAD RIVER BASIN,787,14A12S,Stahl Peak,6030,21.9,23.2,94.0,27.7,26.6,104.0
47.0,-113.9333333,2005-02-10,FLATHEAD RIVER BASIN,901,13C01S,Stuart Mountain,7400,14.9,21.9,68.0,16.6,22.8,73.0
46.1,-113.1333333,2005-02-10,UPPER CLARK FORK RIVER BASIN,313,13C44S,Barker Lakes,8250,6.0,8.6,70.0,6.4,10.5,61.0
45.8,-112.5166667,2005-02-10,UPPER CLARK FORK RIVER BASIN,315,12D09S,Basin Creek,7180,2.8,4.8,58.0,3.6,6.0,60.0
46.4166667,-113.4333333,2005-02-10,UPPER CLARK FORK RIVER BASIN,349,13C13S,Black Pine,7210,4.0,6.7,60.0,5.1,9.1,56.0
46.4666667,-113.4,2005-02-10,UPPER CLARK FORK RIVER BASIN,410,13C33S,Combination,5600,0.9,3.4,26.0,4.3,6.5,66.0
47.05,-112.6,2005-02-10,UPPER CLARK FORK RIVER BASIN,413,12B16S,Copper Bottom,5200,0.0,14.0,61.0,6.3,11.7,54.0
47.0833333,-112.7333333,2005-02-10,UPPER CLARK FORK RIVER BASIN,414,12B14S,Copper Camp,6950,18.0,14.0,61.0,13.4,23.0,58.0
46.8833333,-113.3166667,2005-02-10,UPPER CLARK FORK RIVER BASIN,604,13C38S,Lubrecht Flume,4680,1.2,4.1,29.0,4.8,7.4,65.0
46.85,-112.5,2005-02-10,UPPER CLARK FORK RIVER BASIN,903,12C22S,Nevada Ridge,7020,6.0,9.4,64.0,6.9,11.5,60.0
46.8666667,-113.2833333,2005-02-10,UPPER CLARK FORK RIVER BASIN,657,13C31S,N Fk Elk Creek,6250,5.5,7.3,75.0,6.7,9.6,70.0
47.2666667,-113.75,2005-02-10,UPPER CLARK FORK RIVER BASIN,667,13B07S,North Fork Jocko,6330,22.8,28.8,79.0,32.8,35.5,92.0
46.1333333,-113.3,2005-02-10,UPPER CLARK FORK RIVER BASIN,930,13C36S,Peterson Meadows,7200,3.6,5.8,62.0,4.0,7.5,53.0
46.35,-112.2666667,2005-02-10,UPPER CLARK FORK RIVER BASIN,722,12C11S,Rocker Peak,8000,5.5,8.7,63.0,5.9,9.1,65.0
46.25,-113.7666667,2005-02-10,UPPER CLARK FORK RIVER BASIN,760,13C03S,Skalkaho Summit,7250,8.4,14.7,57.0,8.7,15.8,55.0
47.0,-113.9333333,2005-02-10,UPPER CLARK FORK RIVER BASIN,901,13C01S,Stuart Mountain,7400,14.9,21.9,68.0,16.6,22.8,73.0
46.2666667,-113.1666667,2005-02-10,UPPER CLARK FORK RIVER BASIN,850,13C43S,Warm Springs,7800,8.1,13.1,62.0,8.4,15.2,55.0
46.1833333,-113.85,2005-02-10,BITTERROOT,433,13C39S,Daly Creek,5780,5.6,7.0,80.0,6.3,9.7,65.0
46.6333333,-114.5833333,2005-02-10,BITTERROOT,588,14C05S,Lolo Pass,5240,10.1,19.3,52.0,14.2,24.5,58.0
45.6666667,-113.95,2005-02-10,BITTERROOT,638,13D16S,Moose Creek,6200,7.9,11.9,66.0,8.5,14.5,59.0
45.7333333,-114.4833333,2005-02-10,BITTERROOT,662,14D02S,Nez Perce Camp,5650,5.4,9.2,59.0,9.9,14.4,69.0
45.7,-113.9666667,2005-02-10,BITTERROOT,727,13D22S,Saddle Mtn.,7940,10.4,16.6,63.0,9.4,16.3,58.0
46.25,-113.7666667,2005-02-10,BITTERROOT,760,13C03S,Skalkaho Summit,7250,8.4,14.7,57.0,8.7,15.8,55.0
46.15,-114.45,2005-02-10,BITTERROOT,835,14C13S,Twelvemile Creek,5600,6.1,11.9,51.0,14.5,22.9,63.0
46.15,-114.5,2005-02-10,BITTERROOT,836,14C12S,Twin Lakes,6400,16.3,26.0,63.0,20.5,31.9,64.0
46.9833333,-115.0333333,2005-02-10,LOWER CLARK FORK RIVER BASIN,530,15C10S,Hoodoo Basin,6050,17.4,27.3,64.0,24.6,33.4,74.0
47.5333333,-115.7833333,2005-02-10,LOWER CLARK FORK RIVER BASIN,535,15B21S,Humboldt Gulch,4250,1.3,8.9,15.0,20.4,26.6,77.0
46.6333333,-114.5833333,2005-02-10,LOWER CLARK FORK RIVER BASIN,588,14C05S,Lolo Pass,5240,10.1,19.3,52.0,14.2,24.5,58.0
47.45,-115.7,2005-02-10,LOWER CLARK FORK RIVER BASIN,594,15B02S,Lookout,5190,8.7,20.0,44.0,17.9,28.9,62.0
48.1333333,-115.6166667,2005-02-10,LOWER CLARK FORK RIVER BASIN,932,15A12S,Poorman Creek,5100,12.8,23.7,54.0,34.4,39.8,86.0
47.1833333,-114.3333333,2005-02-10,LOWER CLARK FORK RIVER BASIN,783,14B05S,Sleeping Woman,6150,6.2,10.1,61.0,11.2,14.7,76.0
47.0,-113.9333333,2005-02-10,LOWER CLARK FORK RIVER BASIN,901,13C01S,Stuart Mountain,7400,14.9,21.9,68.0,16.6,22.8,73.0
47.55,-115.8166667,2005-02-10,LOWER CLARK FORK RIVER BASIN,803,15B09S,Sunset,5540,7.3,17.3,42.0,22.2,26.3,84.0
48.3,-116.0666667,2005-02-10,IDAHO PANHANDLE REGION,323,16A08S,Bear Mountain,5400,27.0,38.6,70.0,42.0,49.5,85.0
48.6833333,-117.1833333,2005-02-10,IDAHO PANHANDLE REGION,376,17A01S,Bunchgrass Mdw,5000,14.5,19.0,76.0,21.3,25.2,85.0
47.5333333,-115.7833333,2005-02-10,IDAHO PANHANDLE REGION,535,15B21S,Humboldt Gulch,4250,1.3,8.9,15.0,20.4,26.6,77.0
47.45,-115.7,2005-02-10,IDAHO PANHANDLE REGION,594,15B02S,Lookout,5190,8.7,20.0,44.0,17.9,28.9,62.0
47.0833333,-115.9666667,2005-02-10,IDAHO PANHANDLE REGION,600,15B14S,Lost Lake,6110,22.9,39.9,57.0,31.8,41.9,76.0
47.15,-116.2666667,2005-02-10,IDAHO PANHANDLE REGION,623,16B14S,Mica Creek,4510,7.9,17.6,45.0,26.1,30.6,85.0
48.05,-116.2333333,2005-02-10,IDAHO PANHANDLE REGION,645,16A04S,Mosquito Ridge,5260,15.8,26.0,61.0,27.3,32.3,85.0
47.8833333,-117.0833333,2005-02-10,IDAHO PANHANDLE REGION,707,17B04S,Quartz Peak,4700,4.5,15.6,29.0,17.1,24.3,70.0
48.3666667,-116.6333333,2005-02-10,IDAHO PANHANDLE REGION,738,16A10S,Schweitzer Basin,6090,21.4,32.8,65.0,20.5,29.3,70.0
46.95,-116.3333333,2005-02-10,IDAHO PANHANDLE REGION,752,16C01S,Sherwin,3200,2.3,8.3,28.0,15.6,21.0,74.0
47.55,-115.8166667,2005-02-10,IDAHO PANHANDLE REGION,803,15B09S,Sunset,5540,7.3,17.3,42.0,22.2,26.3,84.0
48.6833333,-117.1833333,2005-02-10,COLUMBIA ABOVE METHOW,376,17A01S,Bunchgrass Mdw,5000,14.5,19.0,76.0,21.3,25.2,85.0
48.7166667,-120.6666667,2005-02-10,COLUMBIA ABOVE METHOW,515,20A05S,Harts Pass,6490,13.6,29.6,46.0,14.4,21.2,69.0
48.3666667,-119.0833333,2005-02-10,COLUMBIA ABOVE METHOW,644,19A13S,Moses Mtn,5010,4.4,10.6,42.0,8.4,13.1,64.0
48.65,-119.8333333,2005-02-10,COLUMBIA ABOVE METHOW,728,19A02S,Salmon Meadows,4460,4.8,6.9,70.0,7.1,10.1,70.0
47.35,-120.6833333,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",352,20B02S,Blewett Pass,4240,1.3,12.9,10.0,12.8,22.1,58.0
48.2,-120.9166667,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",606,20A23S,Lyman Lake,5980,23.5,43.0,55.0,31.8,46.7,68.0
42.0166667,-115.0,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",871,15G02S,Wilson Creek,7120,7.6,9.9,77.0,8.4,11.6,72.0
48.45,-120.9166667,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",681,20A12S,Park Creek Ridge,4600,13.2,33.0,40.0,31.8,43.4,73.0
47.9833333,-120.5666667,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",699,20B24S,Pope Ridge,3590,7.5,14.5,52.0,14.8,22.3,66.0
47.75,-121.1,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",791,21B01S,Stevens Pass,3950,8.6,29.6,29.0,45.1,55.1,82.0
47.2333333,-120.3,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",832,20B25S,Trough,5480,0.5,8.1,6.0,10.0,15.2,66.0
47.2833333,-120.3666667,2005-02-10,"CHELAN, ENTIAT, WENATCHEE",841,20B07S,Upper Wheeler,4330,4.1,9.7,42.0,9.3,15.2,61.0
46.8166667,-121.3333333,2005-02-10,"YAKIMA, AHTANUM",375,21C38S,Bumping Ridge,4610,1.8,18.7,10.0,22.9,37.6,61.0
47.5333333,-121.0833333,2005-02-10,"YAKIMA, AHTANUM",478,21B04S,Fish Lake,3430,7.7,23.3,33.0,28.8,41.0,70.0
46.55,-121.1666667,2005-02-10,"YAKIMA, AHTANUM",502,21C10S,Green Lake,5920,6.0,16.0,38.0,11.6,21.5,54.0
47.2833333,-120.4833333,2005-02-10,"YAKIMA, AHTANUM",507,20B11S,Grouse Camp,5390,5.6,14.0,61.0,10.5,19.1,55.0
46.35,-121.0833333,2005-02-10,"YAKIMA, AHTANUM",599,21C39S,Lost Horse,5120,3.4,14.7,23.0,11.1,20.6,54.0
46.9,-121.4833333,2005-02-10,"YAKIMA, AHTANUM",642,21C17S,Morse Lake,5410,11.9,38.5,31.0,28.8,48.9,59.0
47.3833333,-121.0666667,2005-02-10,"YAKIMA, AHTANUM",734,21B51S,Sasse Ridge,4340,7.5,24.1,31.0,24.2,37.4,65.0
46.6333333,-121.3833333,2005-02-10,"YAKIMA, AHTANUM",863,21C28S,White Pass E.S.,4440,2.5,16.9,15.0,14.1,27.2,52.0
43.9333333,-110.45,2005-02-10,SNAKE ABOVE PALISADES,314,10F02S,Base Camp,7060,9.2,11.5,80.0,10.7,14.9,72.0
42.9666667,-110.6166667,2005-02-10,SNAKE ABOVE PALISADES,353,10G02S,Blind Bull Sum,8650,12.9,15.1,85.0,11.5,13.7,84.0
